country,year,region,gym_memberships,fitness_participation_rate,total_health_club_revenue_usd,number_of_gyms,gym_penetration_rate,urban_population_percentage,obesity_rate,gdp_per_capita_usd,population_total,average_membership_cost_usd,insufficient_physical_activity_pct,memberships_per_100k,gyms_per_100k,revenue_per_membership_usd,periodo,gym_memberships_norm,total_health_club_revenue_usd_norm,number_of_gyms_norm,gdp_per_capita_usd_norm,population_total_norm,average_membership_cost_usd_norm,memberships_per_100k_norm,gyms_per_100k_norm,revenue_per_membership_usd_norm
Cameroon,2022,Africa,491572.0,0.4235,29494308.0,862.0,0.0178,0.5485,0.1335,1604.8773,27632771.0,5.0,0.1881,1778.9457307774164,3.1194844700880706,59.999975588520094,post_covid,0.004762525329929369,0.0003456146402355066,0.01380363168889603,0.01086119577910462,0.018921942654836092,0.0,0.051689379307244904,0.09970288783044703,1.319882833671502e-06
Cameroon,2023,Africa,553576.0,0.4248,33214583.0,950.0,0.0195,0.5513,0.1335,1720.4751,28372687.0,5.0,0.1881,1951.0876780898475,3.3482905584515135,60.00004154804399,post_covid,0.005365759145346767,0.00038945392978816004,0.015217740639562912,0.011700856176235853,0.019431964302846508,0.0,0.05742872440163877,0.10777022172913216,1.3838564329410916e-06
Cameroon,2024,Africa,594331.0,0.426,35659846.0,1001.0,0.0204,0.554,0.1335,1830.0083,29123744.0,5.0,0.1881,2040.7094637282896,3.4370580925309606,59.9999764441027,post_covid,0.005762262502345285,0.00041826862566128506,0.016037281054153946,0.012496465523568196,0.019949665405255106,0.0,0.06041678375489594,0.11090002191016715,1.3207126561978702e-06
Cameroon,2025,Africa,599490.0,0.426,35969417.0,1010.0,0.0206,0.554,0.1335,1830.0083,29123744.0,5.0,0.1881,2058.4235323590265,3.4679607127435266,60.00002835743715,post_covid,0.005812454155363451,0.00042191657445703385,0.016181905833199423,0.012496465523568196,0.019949665405255106,0.0,0.061007384445110356,0.11198959849172657,1.3710629719511444e-06
Cameroon,2026,Africa,603908.0,0.426,36234472.0,1017.0,0.0207,0.554,0.1335,1830.0083,29123744.0,5.0,0.1881,2073.593285258928,3.491996084019967,59.99998675294913,post_covid,0.00585543665643619,0.0004250399518666013,0.016294391772457013,0.012496465523568196,0.019949665405255106,0.0,0.061513155689414914,0.11283704694405058,1.3307111214887935e-06
Colombia,2000,South America,982895.0,0.464,68527417.0,1280.0,0.0251,0.7435,0.109,2555.0075,39089934.0,5.81,0.2622,2514.4452789303764,3.2745002843954656,69.71997721018013,pre_covid,0.009542582227747617,0.0008055762741446352,0.020520649204563715,0.017762596160931763,0.02681932716170441,0.009427374301675973,0.07621150067002423,0.10516849559700213,0.009428669444060239
Colombia,2001,South America,1015573.0,0.4639,70318304.0,1334.0,0.0256,0.7479,0.1142,2472.9908,39709262.0,5.77,0.2652,2557.5217187365506,3.3594177600178017,69.24002902794777,pre_covid,0.009860504855645975,0.000826679879052628,0.021388397878836573,0.01716685666681169,0.02724622790073289,0.00896182495344506,0.07764770234745039,0.10816254892215087,0.00896317165287705
Colombia,2002,South America,1057956.0,0.4636,72871979.0,1397.0,0.0262,0.7519,0.1194,2428.9297,40324680.0,5.74,0.2683,2623.594285187136,3.4643796305389154,68.8799713787719,pre_covid,0.010272846943234448,0.0008567720893726641,0.022400771332154908,0.016846812853486187,0.027670433489712282,0.008612662942271884,0.07985061259711733,0.11186333530498241,0.008613954702808815
Colombia,2003,South America,1089703.0,0.4629,74404952.0,1458.0,0.0266,0.7553,0.1248,2311.9422,40937429.0,5.69,0.2715,2661.874540289279,3.5615328945059055,68.28002859494742,pre_covid,0.01058171191868855,0.0008748364655877019,0.02338100594568536,0.015997058180738176,0.028092799345832076,0.008030726256983244,0.08112690578284433,0.1152888028061961,0.008032075135294631
Colombia,2004,South America,1245775.0,0.4619,88798877.0,1580.0,0.03,0.7581,0.1302,2818.572,41543171.0,5.94,0.2748,2998.747977134437,3.8032725041619955,71.28002809496097,pre_covid,0.012100128602125493,0.0010444528100445438,0.025341475172746264,0.01967703287806388,0.028510335300060835,0.010940409683426447,0.09235852560227016,0.12381215182012502,0.010941749955421095
Colombia,2005,South America,1423190.0,0.4605,107080809.0,1712.0,0.0338,0.76,0.1358,3456.0661,42128977.0,6.27,0.2782,3378.173649932207,4.063711302555483,75.23999536253065,pre_covid,0.013826190265280739,0.0012598849785078754,0.027462638598746585,0.02430755827884848,0.028914129435522688,0.014781191806331466,0.10500886973894137,0.13299480409061548,0.01478248961118453
Colombia,2006,South America,1555229.0,0.4589,120188092.0,1829.0,0.0364,0.7616,0.1414,3789.8536,42691084.0,6.44,0.2817,3642.9831577947284,4.284266944357749,77.27999670788031,pre_covid,0.015110791093515982,0.0014143396827126914,0.02934276072633778,0.02673206934054205,0.02930158792878164,0.016759776536312852,0.11383782266777735,0.14077124054116735,0.01676107012346836
Colombia,2007,South America,1787129.0,0.4572,148832085.0,1989.0,0.0413,0.7631,0.1472,4769.9261,43235374.0,6.94,0.2853,4133.488009147324,4.600399663479261,83.27998986083266,pre_covid,0.01736693459708502,0.0017518771774062767,0.031913867909368475,0.033850959704955566,0.02967676522295502,0.02257914338919926,0.13019163216243515,0.15191757069214404,0.02258041409269162
Colombia,2008,South America,1989998.0,0.4554,175040266.0,2140.0,0.0455,0.7646,0.1532,5541.8363,43758808.0,7.33,0.289,4547.651297996966,4.890443999297239,87.9600210653478,pre_covid,0.0193406369533832,0.0020607113457157033,0.03434035031335369,0.03945783479325006,0.030037566545408765,0.02711824953445065,0.14400015517061868,0.16214406649565272,0.027119537833586366
Colombia,2009,South America,2061775.0,0.4535,177642500.0,2245.0,0.0466,0.766,0.1593,5250.9729,44271541.0,7.18,0.2929,4657.111438700541,5.070977764248143,86.1599835093548,pre_covid,0.020038951797090296,0.002091375769665481,0.03602763940221758,0.03734510879020381,0.030390991704006935,0.025372439478584728,0.14764964055978136,0.16850939607347518,0.025373696225302375
Colombia,2010,South America,2328279.0,0.4515,216809385.0,2426.0,0.052,0.7672,0.1656,6398.2958,44777319.0,7.76,0.2968,5199.683795271441,5.417921515131354,93.12001912141973,pre_covid,0.02263175588624581,0.0025529138044587366,0.03893620440302105,0.04567884526141483,0.030739622804141834,0.032122905027932955,0.16573942077695938,0.18074207354485092,0.03212417747288837
Colombia,2011,South America,2573436.0,0.4494,255387835.0,2599.0,0.0569,0.7684,0.1719,7400.9941,45259614.0,8.27,0.3007,5685.943322450784,5.74242634946025,99.24001801482531,pre_covid,0.025016876079883045,0.003007517789390647,0.04171621404467299,0.052962081212106035,0.031072067150158388,0.038058659217877086,0.18195168789424618,0.19218359098432727,0.038059914021932345
Colombia,2012,South America,2784728.0,0.4472,288386383.0,2759.0,0.0609,0.7694,0.1783,8108.5984,45715810.0,8.63,0.3047,6091.389390235019,6.035111266758699,103.55998251893901,pre_covid,0.02707252538197925,0.0033963688556664286,0.04428732122770368,0.05810186161925711,0.03138652154192145,0.042248603351955315,0.19546957203875007,0.20250318943489407,0.04224981203404967
Colombia,2013,South America,2936565.0,0.445,307282119.0,2897.0,0.0636,0.7703,0.1846,8279.1026,46151584.0,8.72,0.3087,6362.869365437164,6.277140996937396,104.63998549325487,pre_covid,0.028549739962192327,0.003619034019347742,0.04650490117306765,0.05934034214643447,0.03168689911672737,0.04329608938547487,0.20452092348578974,0.2110367676308499,0.04329729802863546
Colombia,2014,South America,3055153.0,0.4427,317858125.0,3021.0,0.0656,0.7711,0.1909,8187.2082,46565429.0,8.67,0.3127,6560.989699031872,6.487645587888818,104.04000225193305,pre_covid,0.02970347668406057,0.0037436604486693914,0.04849750923991644,0.05867285463025219,0.03197216110446769,0.04271415270018622,0.21112640798546667,0.21845882022812937,0.04271537922172763
Colombia,2015,South America,2907403.0,0.4404,268295187.0,3045.0,0.0619,0.7716,0.1971,6248.5149,46969940.0,7.69,0.3166,6189.922746335209,6.482869682183967,92.28001312511543,pre_covid,0.028266024322472275,0.0031596165298563438,0.04888317531737104,0.04459089125211125,0.032250989196924595,0.03130819366852887,0.19875475001423445,0.21829042949051725,0.03130946257170561
Colombia,2016,South America,2971930.0,0.438,268900270.0,3145.0,0.0626,0.772,0.2031,5959.8425,47437512.0,7.54,0.3205,6264.936491610268,6.629774343983302,90.48001467060126,pre_covid,0.028893804278724105,0.003166746757820779,0.050490117306765225,0.042494079876593496,0.032573285027807465,0.029562383612662942,0.20125576605174403,0.22347005109274554,0.029563658887624075
Colombia,2017,South America,3181614.0,0.4356,297799070.0,3306.0,0.0661,0.7722,0.2089,6479.5323,48131078.0,7.8,0.3244,6610.311117486295,6.868742894144195,93.59999987427764,pre_covid,0.03093380942923023,0.00350728686867931,0.05307729390968986,0.04626891766635291,0.033051357774340845,0.032588454376163874,0.21277082206044617,0.23189569701511442,0.03258970685405317
Colombia,2018,South America,3371756.0,0.4333,322879356.0,3465.0,0.0688,0.7728,0.2145,6816.9682,49024465.0,7.98,0.3283,6877.700756142876,7.067899670093289,95.76000042707717,pre_covid,0.032783691438956944,0.003802830052991588,0.055632331672826614,0.048719929379381494,0.033667166474316355,0.034683426443202985,0.22168579853698203,0.23891764394519296,0.034684673609851516
Colombia,2019,South America,3443942.0,0.4314,322352979.0,3579.0,0.069,0.7746,0.2201,6472.5454,49907985.0,7.8,0.3322,6900.583143158354,7.171197154122732,93.60000226484651,pre_covid,0.03348598542321151,0.0037966272874119314,0.05746424554073598,0.04621816736462817,0.034276173883873884,0.032588454376163874,0.22244871494240032,0.24255974674289438,0.03258970917264623
Colombia,2020,South America,2596571.0,0.4295,224966935.0,2816.0,0.0513,0.7764,0.226,5339.6871,50629997.0,7.22,0.3362,5128.522918932821,5.561920139951815,86.64000907350501,covid,0.02524195533799029,0.002649041428489285,0.04520327816165837,0.0379894964896512,0.03477385436398689,0.02583798882681564,0.1633668623569854,0.18581923296699396,0.025839269068570703
Colombia,2021,South America,3245440.0,0.4276,298710303.0,3402.0,0.0634,0.7783,0.2321,6222.6216,51188173.0,7.67,0.3402,6340.214564798005,6.646066465392308,92.040001663873,covid,0.03155476939153639,0.0035180247327718656,0.054619958219508276,0.044402811733633925,0.03515860323196631,0.031075418994413406,0.20376559498542812,0.22404448503488608,0.031076677431136186
Colombia,2022,South America,3634247.0,0.4257,344962723.0,3751.0,0.0702,0.7805,0.2385,6680.4451,51737944.0,7.91,0.3443,7024.33594964655,7.249998183151615,94.91999938364123,post_covid,0.03533745325178722,0.00406305789104402,0.060228185762493974,0.04772827520980744,0.03553755856128523,0.033868715083798885,0.22657472881597646,0.2453381440193086,0.033869963512415
Colombia,2023,South America,3942760.0,0.4265,381816873.0,4029.0,0.0754,0.7828,0.2385,7000.8366,52321152.0,8.07,0.3443,7535.690345655998,7.700518520693122,96.83999863040104,post_covid,0.038338960801233515,0.004497342924560876,0.0646954844930098,0.05005548259720989,0.03593956190395232,0.03573091247672253,0.2436236781862711,0.2612227649972369,0.035732154977091445
Colombia,2024,South America,4201031.0,0.4274,430521637.0,4183.0,0.0794,0.7852,0.2385,7919.2089,52886363.0,8.54,0.3443,7943.5052094620305,7.909411354303188,102.4799952678283,post_covid,0.04085166644508983,0.00507127422038972,0.06717017515667685,0.0567262051380569,0.03632915997413003,0.041201117318435745,0.25722053981441323,0.26858798962840164,0.04120234128927114
Colombia,2025,South America,4237501.0,0.4274,434259100.0,4219.0,0.0801,0.7852,0.2385,7919.2089,52886363.0,8.54,0.3443,8012.464385195102,7.977481832131281,102.4799994147494,post_covid,0.041206481251364786,0.005115316051342897,0.06774867427285874,0.0567262051380569,0.03632915997413003,0.041201117318435745,0.25951969184061124,0.27098804496438544,0.04120234531133578
Colombia,2026,South America,4268727.0,0.4274,437459105.0,4251.0,0.0807,0.7852,0.2385,7919.2089,52886363.0,8.54,0.3443,8071.507961324548,8.03798892353403,102.47999110741914,post_covid,0.041510277443872104,0.0051530245394963104,0.0682628957094649,0.0567262051380569,0.03632915997413003,0.041201117318435745,0.26148825013976285,0.27312142748525997,0.04120233725412454
Costa Rica,2000,North America,139221.0,0.3172,14183844.0,142.0,0.0354,0.5905,0.1667,3812.7539,3937739.0,8.49,0.4177,3535.5568258840926,3.606130319962801,101.88006119766415,pre_covid,0.0013345200706535807,0.00016519790639688535,0.002233649365257914,0.02689840879503361,0.0025890355811958666,0.040619180633147116,0.11025614603006041,0.11686123614814024,0.040620470173064374
Costa Rica,2001,North America,149935.0,0.3186,15491320.0,151.0,0.0374,0.6014,0.1733,3985.1298,4008947.0,8.61,0.4215,3740.009533675551,3.766575113115738,103.32023877013373,pre_covid,0.001438756040887469,0.00018060505209099265,0.0023782741443033905,0.028150484670611292,0.0026381190197368983,0.042015828677839845,0.1170727567621833,0.12251826095866106,0.04201728654556933
Costa Rica,2002,North America,160113.0,0.3201,16638941.0,161.0,0.0393,0.6128,0.1799,4067.7185,4075705.0,8.66,0.4253,3928.4737241777807,3.9502368301925683,103.91998775864546,pre_covid,0.0015377772939246647,0.00019412848498660002,0.002538968343242809,0.028750378964798137,0.002684135088017459,0.042597765363128495,0.12335629801470968,0.12899387708698326,0.04259897815260494
Costa Rica,2003,North America,171675.0,0.3217,17984649.0,171.0,0.0415,0.6245,0.1864,4173.1486,4138784.0,8.73,0.4291,4147.9574677006585,4.131648329557667,104.75986020096111,pre_covid,0.0016502634137533204,0.00020998615213898048,0.0026996625421822273,0.029516184885287854,0.0027276152337838014,0.043412476722532595,0.13067405505391022,0.13539015416556638,0.04341356352087348
Costa Rica,2004,North America,187088.0,0.3234,20003397.0,184.0,0.0445,0.6366,0.193,4431.0117,4200078.0,8.91,0.4328,4454.393466026107,4.380871021919117,106.91972226973402,pre_covid,0.0018002157200082132,0.00023377484467000038,0.002908565000803471,0.031389208705390755,0.0027698649849625173,0.0455074487895717,0.14089086723242475,0.14417734461486711,0.045508395962154356
Costa Rica,2005,North America,204219.0,0.3251,22276168.0,198.0,0.0479,0.649,0.1995,4703.0072,4261240.0,9.09,0.4365,4792.478245768837,4.64653481146333,109.07980158555276,pre_covid,0.001966882362352505,0.0002605569148008035,0.0031335368793186567,0.03336488514168892,0.0028120237489784503,0.047602420856610796,0.15216287415694238,0.15354422165198012,0.047603439109556674
Costa Rica,2006,North America,227718.0,0.3269,25850579.0,216.0,0.0527,0.6617,0.206,5256.5964,4321340.0,9.46,0.4401,5269.615443357848,4.9984495549991435,113.52013894378135,pre_covid,0.002195502958257502,0.00030267735987789853,0.0034227864374096095,0.037385955849951205,0.002853450479911997,0.05190875232774675,0.16807099578034387,0.16595216831231535,0.051910085762013204
Costa Rica,2007,North America,257993.0,0.3288,31113927.0,236.0,0.0589,0.6747,0.2126,6137.712,4380248.0,10.05,0.4438,5889.917648498441,5.387822789942487,120.59988836906427,pre_covid,0.002490046919320688,0.0003647000428753596,0.003744174835288446,0.04378605926553977,0.00289405556919375,0.058775605214152704,0.1887523490106165,0.17968084100615353,0.058776676451597495
Costa Rica,2008,North America,288443.0,0.3306,36655324.0,257.0,0.065,0.6879,0.2193,6937.2426,4440056.0,10.59,0.4474,6496.382027614066,5.788215283771195,127.07995687189496,pre_covid,0.0027862934466327933,0.00042999922307284636,0.004081632653061225,0.04959355889887685,0.0029352810254944747,0.06506052141527001,0.20897233846434643,0.1937980350080571,0.06506164155085699
Costa Rica,2009,North America,306705.0,0.3325,38718445.0,274.0,0.0682,0.7014,0.2261,6832.6983,4499791.0,10.52,0.4511,6815.983231221183,6.089171697085487,126.24001891067964,pre_covid,0.0029639635314201063,0.0004543108018946162,0.004354812791258236,0.04883418710758146,0.002976456163136994,0.06424581005586591,0.21962808872581926,0.20440927307660225,0.06424699263634698
Costa Rica,2010,North America,350027.0,0.3344,48177766.0,300.0,0.0768,0.7151,0.2331,8265.7882,4555962.0,11.47,0.4548,7682.834053488594,6.584778362945082,137.64014204618502,pre_covid,0.003385441103052784,0.0005657783445602782,0.004772617708500723,0.05924363118488016,0.003015174647384386,0.0753026070763501,0.2485295627246119,0.22188356532337378,0.07530387822368505
Costa Rica,2011,North America,387593.0,0.3361,56511086.0,325.0,0.0841,0.7284,0.2401,9276.3911,4609833.0,12.15,0.4584,8407.961850244901,7.050146935908525,145.8000686286904,pre_covid,0.00375091883852098,0.0006639772219053449,0.005174353205849269,0.06658428327649414,0.0030523077492499613,0.0832169459962756,0.27270588190827094,0.23829171115071415,0.08321812384642242
Costa Rica,2012,North America,421351.0,0.3355,64314995.0,347.0,0.0903,0.7339,0.2473,10126.9991,4663934.0,12.72,0.4621,9034.240192935835,7.440070978705959,152.639948641394,pre_covid,0.004079348732412673,0.0007559375813662875,0.005527880443515989,0.07276279057579399,0.0030895993893537187,0.08985102420856611,0.29358648416685107,0.2520398044417259,0.08985206716726633
Costa Rica,2013,North America,453207.0,0.3349,71624869.0,369.0,0.0961,0.7394,0.2544,10803.2402,4716147.0,13.17,0.4656,9609.687738740968,7.8241835973306175,158.0400766095846,pre_covid,0.004389274163416103,0.0008420762896282878,0.005881407681182709,0.07767476009928372,0.003125589637311011,0.09508845437616387,0.312772348511138,0.26558299628293797,0.09508960683166758
Costa Rica,2014,North America,477456.0,0.3342,75915549.0,388.0,0.1002,0.7449,0.2616,10911.4979,4767119.0,13.25,0.4692,10015.609008292011,8.139087780271481,159.00009424952248,pre_covid,0.004625191471816472,0.000892637165611321,0.006186726659167604,0.07846110467828535,0.0031607244680788103,0.09601955307262569,0.3263060762485125,0.2766860102282717,0.09602072003811707
Costa Rica,2015,North America,511329.0,0.3336,84553360.0,409.0,0.1061,0.7502,0.2687,11714.7106,4818038.0,13.78,0.4727,10612.805461476228,8.488932631913654,165.3599932724332,pre_covid,0.0049547401949574564,0.0009944241296207276,0.006524184476940383,0.08429534974750681,0.0031958227661221593,0.10218808193668528,0.34621706591421814,0.28902097583657455,0.10218913374799492
Costa Rica,2016,North America,538809.0,0.3329,90778458.0,429.0,0.1107,0.7554,0.2759,12091.0302,4866998.0,14.04,0.4762,11070.664093143248,8.814468384823664,168.47984721858765,pre_covid,0.005222091740787888,0.0010677799631856237,0.006845572874819219,0.08702879852234739,0.003229570731954213,0.1052141527001862,0.3614824253028547,0.3004988418036434,0.10521505440883397
Costa Rica,2017,North America,563318.0,0.3322,95921752.0,447.0,0.1147,0.7605,0.283,12317.0903,4913177.0,14.19,0.4796,11465.453005255053,9.097982832696644,170.279934246731,pre_covid,0.005460538576186653,0.0011283879437570666,0.007134822432910172,0.08867081691146489,0.0032614017636976448,0.10695996275605213,0.3746449916698866,0.31049510428272403,0.10696094399974933
Costa Rica,2018,North America,587560.0,0.3314,101318824.0,464.0,0.1185,0.7655,0.2902,12590.2494,4957818.0,14.37,0.483,11851.181305969683,9.358955895516939,172.43996187623392,pre_covid,0.005696387781937066,0.0011919864148766798,0.007408002571107183,0.09065494531517163,0.003292172657135323,0.10905493482309124,0.38750547027512383,0.3196965938558058,0.10905593701701942
Costa Rica,2019,North America,610884.0,0.3306,106807001.0,480.0,0.1222,0.7704,0.2974,12884.686,4999553.0,14.57,0.4864,12218.772358248827,9.600858316733516,174.84006947309146,pre_covid,0.005923305811593144,0.0012566584567604688,0.007665113289410252,0.09279362574408956,0.0033209404543984105,0.11138268156424581,0.3997612390495545,0.32822568334294683,0.11138378161837321
Costa Rica,2020,North America,483988.0,0.3298,82703936.0,383.0,0.0961,0.7752,0.3047,12394.0494,5034320.0,14.24,0.4898,9613.771075338875,7.607780196729649,170.88013752407085,covid,0.004688740973176166,0.0009726307314870879,0.006106379559697895,0.08922981983772181,0.003344905232341283,0.10754189944134078,0.3129084900979961,0.2579529611647909,0.1075430762177798
Costa Rica,2021,North America,577867.0,0.3289,100826156.0,455.0,0.1142,0.7799,0.3121,12838.1185,5059988.0,14.54,0.4932,11420.323526458957,8.992116186836807,174.4798647439636,covid,0.005602085069646877,0.001186180872247351,0.007263377792061707,0.09245537635228965,0.0033625980997223524,0.11103351955307261,0.3731403400914376,0.30676241697971596,0.11103442201667024
Costa Rica,2022,North America,640555.0,0.3279,115761137.0,498.0,0.126,0.7844,0.3197,13625.9008,5081765.0,15.06,0.4966,12604.970910697366,9.799744773715432,180.72005838686763,post_covid,0.006211973486860056,0.0013621729579190761,0.007954362847501206,0.09817754060516432,0.0033776089136914014,0.1170856610800745,0.41263739620975337,0.3352380992619279,0.11708673446385204
Costa Rica,2023,North America,726231.0,0.3292,150591346.0,543.0,0.1422,0.7888,0.3197,16942.0268,5105525.0,17.28,0.4966,14224.413747851591,10.635536991788307,207.36011819930573,post_covid,0.007045511006531385,0.0017726081051945965,0.008677486742728587,0.12226467439228836,0.003393986602992251,0.14292364990689013,0.4666308675755859,0.3647067857874645,0.14292470918436917
Costa Rica,2024,North America,759519.0,0.3303,167610643.0,559.0,0.1481,0.7931,0.3197,18587.1532,5129910.0,18.39,0.4966,14805.698345585011,10.8968773331306,220.67998693910224,post_covid,0.0073693682939259784,0.001973161529112346,0.008934597461031656,0.13421427452615836,0.003410795102722942,0.15584264432029796,0.4860113437264276,0.3739212250092727,0.15584354023064118
Costa Rica,2025,North America,766113.0,0.3303,169065711.0,563.0,0.1493,0.7931,0.3197,18587.1532,5129910.0,18.39,0.4966,14934.238612373316,10.97485141064853,220.67986184805636,post_covid,0.0074335209901852895,0.0019903078818337984,0.008998875140607425,0.13421427452615836,0.003410795102722942,0.15584264432029796,0.49029697521335724,0.37667046530824544,0.15584341890586553
Costa Rica,2026,North America,771758.0,0.3303,170311537.0,568.0,0.1504,0.7931,0.3197,18587.1532,5129910.0,18.39,0.4966,15044.279529270494,11.072319007545941,220.6799761064997,post_covid,0.0074884409129004565,0.0020049885510709446,0.009079222240077133,0.13421427452615836,0.003410795102722942,0.15584264432029796,0.4939658241280855,0.38010701568196137,0.15584352972418916
Cyprus,2000,Europe,55217.0,0.3447,9554684.0,51.0,0.0583,0.6877,0.1831,14388.3525,947667.0,14.42,0.4238,5826.624753209725,5.381637220669286,173.0388105112556,pre_covid,0.0005172493553719346,0.00011064842131162651,0.0007713321549092078,0.10371571258780918,0.00052798885547321,0.10963687150837989,0.18664211513818346,0.1794627478031392,0.10963675537861642
Cyprus,2001,Europe,58279.0,0.3445,10273415.0,54.0,0.0604,0.688,0.1874,14821.4492,964127.0,14.69,0.4243,6044.7430680812795,5.6009218702515335,176.27987782906365,pre_covid,0.0005470394002530403,0.0001191178641403067,0.0008195404145910333,0.10686156957745972,0.0005393346789535125,0.11277932960893854,0.1939143477345967,0.18719437111652829,0.1127802398908366
Cyprus,2002,Europe,62703.0,0.3442,11647738.0,57.0,0.0639,0.6879,0.1917,16093.2158,981440.0,15.48,0.4247,6388.877567655691,5.807792631235735,185.76045803231105,pre_covid,0.0005900802750257415,0.000135312727137228,0.0008677486742728588,0.11609921984774374,0.0005512684725084624,0.12197392923649907,0.2053880569773494,0.19448830072596993,0.12197537658917734
Cyprus,2003,Europe,70653.0,0.3438,15311824.0,62.0,0.0707,0.6871,0.1959,20252.2461,999590.0,18.06,0.4251,7068.197961164077,6.202543042647486,216.71866728942862,pre_covid,0.0006674254274766854,0.00017848989202418495,0.0009480957737425679,0.14630890405781377,0.000563779207391056,0.1520018621973929,0.22803712205924836,0.20840656399544824,0.1520014889106075
Cyprus,2004,Europe,78051.0,0.3432,18966410.0,67.0,0.0767,0.6859,0.1998,23792.6191,1017875.0,20.25,0.4253,7668.033894142208,6.582340660690162,243.00021780630613,pre_covid,0.0007394001995310354,0.00022155511001185348,0.001028442873212277,0.17202488653475273,0.0005763829973264952,0.17749068901303539,0.24803611401401518,0.2217976158708191,0.17749174841648238
Cyprus,2005,Europe,83603.0,0.3427,21037866.0,71.0,0.0807,0.6843,0.2035,24959.2617,1036151.0,20.97,0.4254,8068.6116212791385,6.85228311317559,251.64008468595625,pre_covid,0.0007934153298967764,0.00024596490750789375,0.0010927205527880444,0.18049895428367368,0.0005889805835917448,0.1858705772811918,0.261391683932102,0.2313153516671268,0.18587148418272137
Cyprus,2006,Europe,90201.0,0.3422,23888913.0,75.0,0.0855,0.6825,0.207,26729.2812,1054418.0,22.07,0.4252,8554.577027326923,7.112928648790138,264.8408886819437,pre_covid,0.0008576069419560628,0.0002795613150211082,0.0011569982323638116,0.19335573249485094,0.0006015719661868047,0.1986731843575419,0.2775941448243523,0.2405052931588242,0.1986748353140719
Cyprus,2007,Europe,99780.0,0.3418,29778444.0,81.0,0.093,0.6806,0.2101,31244.8789,1072714.0,24.87,0.4249,9301.640511823281,7.5509408845228085,298.44101022248947,pre_covid,0.0009508005539469547,0.0003489628659382659,0.0012534147517274626,0.22615539267927384,0.0006141833383858091,0.23126163873370578,0.30250181673050913,0.2559488986268403,0.23126331661190994
Cyprus,2008,Europe,109424.0,0.3415,36044395.0,87.0,0.1003,0.6787,0.2129,35397.2969,1091026.0,27.45,0.4243,10029.458509696378,7.9741454374139575,329.4011825559292,pre_covid,0.0010446265476874456,0.00042280010652175456,0.0013498312710911137,0.25631704754584467,0.0006268057393318176,0.2612895716945996,0.32676782929119585,0.2708704090640693,0.26129133290490564
Cyprus,2009,Europe,113176.0,0.3414,34618323.0,92.0,0.102,0.6768,0.2154,32236.4492,1109371.0,25.49,0.4235,10201.817065706604,8.292987647955464,305.88042517848305,pre_covid,0.0010811295680642936,0.00040599543930469893,0.0014301783705608227,0.23335779888321143,0.0006394508870685216,0.2384776536312849,0.33251439628639023,0.2821122715155064,0.23847874393909083
Cyprus,2010,Europe,118826.0,0.3415,35348452.0,97.0,0.1054,0.6752,0.2176,31105.0273,1127816.0,24.79,0.4225,10535.93848641977,8.600693730182938,297.48078703314087,pre_covid,0.0011360981355294298,0.00041459919484475695,0.0015105254700305318,0.22513956149567488,0.0006521649644740002,0.23033054003724393,0.3436542617685761,0.292961492031187,0.230332004044779
Cyprus,2011,Europe,127361.0,0.3418,39186364.0,103.0,0.1111,0.674,0.2199,32485.7988,1146493.0,25.64,0.4213,11108.746411883894,8.98391878537418,307.6794623157796,pre_covid,0.0012191347237267638,0.00045982470517547266,0.0016069419893941829,0.23516898373413864,0.0006650389587110361,0.24022346368715083,0.36275211913785343,0.3064733898162625,0.24022361524951621
Cyprus,2012,Europe,130588.0,0.3423,36794370.0,108.0,0.1121,0.673,0.2224,28991.9355,1165397.0,23.48,0.42,11205.451876055971,9.267228249257549,281.7591968634178,pre_covid,0.0012505300453568512,0.00043163772502636817,0.001687289088863892,0.20979083081081104,0.0006780694232961902,0.21508379888268156,0.3659763537887473,0.3164624248902513,0.21508376315374403
Cyprus,2013,Europe,136111.0,0.3429,37093018.0,113.0,0.115,0.6721,0.2248,27764.7305,1183895.0,22.71,0.4185,11496.881057864084,9.544765371929099,272.5203547104936,pre_covid,0.0013042630361727711,0.0004351569584557036,0.0017676361883336013,0.20087685980391096,0.0006908200334261194,0.2061219739292365,0.37569282714743363,0.3262479365166519,0.20612308620050954
Cyprus,2014,Europe,141993.0,0.3434,37895200.0,119.0,0.1182,0.6712,0.2274,26993.1035,1201801.0,22.24,0.4171,11815.017627710411,9.901805706602008,266.8807617276908,pre_covid,0.0013614887200364759,0.0004446097781993856,0.001864052707697252,0.1952720417774677,0.0007031625799169029,0.20065176908752325,0.38629974539136913,0.3388366032593366,0.20065329138962734
Cyprus,2015,Europe,142397.0,0.3439,33850636.0,122.0,0.1168,0.6704,0.23,23088.4414,1219502.0,19.81,0.4158,11676.651616807516,10.004083634139182,237.7201485986362,pre_covid,0.001365419215833983,0.00039694910464427524,0.0019122609673790777,0.16690999570436532,0.0007153638205866984,0.17236964618249534,0.38168651602859754,0.3424427581383854,0.17237065275562877
